 (0.073219+0.000000j)  (0.006348-0.010045j)  (0.001936+0.009671j)  (-0.000231-0.003951j)  (-0.004627-0.001320j)  (0.001670+0.012831j)  (-0.013459+0.003331j)  (-0.003218-0.006986j)  (-0.005020-0.000778j)  (-0.005480-0.009026j)  (-0.012556+0.026581j)  (-0.008435+0.013421j)  (0.024979+0.003594j)  (0.012032-0.012812j)  (0.002827+0.022887j)  (0.010631+0.001407j)  (0.006348+0.010045j)  (0.064922+0.000000j)  (-0.004453-0.003618j)  (0.001359-0.014019j)  (0.004168-0.007183j)  (-0.008785+0.010590j)  (-0.007523-0.006321j)  (-0.002942-0.018144j)  (-0.004418-0.000316j)  (-0.002967-0.013512j)  (-0.012860+0.000968j)  (-0.016664+0.011883j)  (0.008962+0.004625j)  (0.021684-0.007777j)  (-0.003591+0.004269j)  (0.003060+0.017879j)  (0.001936-0.009671j)  (-0.004453+0.003618j)  (0.050584+0.000000j)  (-0.003347+0.004925j)  (0.001702+0.008098j)  (0.000080-0.006972j)  (0.012499-0.002430j)  (-0.002800+0.003150j)  (0.000899+0.002362j)  (0.001547+0.005611j)  (0.010386-0.010494j)  (0.003130-0.010281j)  (-0.010069-0.001702j)  (-0.004518+0.000878j)  (0.006972-0.003299j)  (0.001087-0.003970j)  (-0.000231+0.003951j)  (0.001359+0.014019j)  (-0.003347-0.004925j)  (0.055400+0.000000j)  (0.007309+0.000191j)  (-0.006002-0.006219j)  (0.002908-0.005014j)  (0.016352-0.003069j)  (-0.001380-0.001583j)  (0.021848-0.001811j)  (-0.010813-0.003440j)  (-0.013062-0.013805j)  (0.005394+0.012701j)  (0.004896+0.018427j)  (-0.007269+0.001411j)  (-0.018387+0.007234j)  (-0.004627+0.001320j)  (0.004168+0.007183j)  (0.001702-0.008098j)  (0.007309-0.000191j)  (0.045062+0.000000j)  (-0.004642+0.003912j)  (-0.000259-0.002986j)  (0.001791-0.001430j)  (-0.006738+0.001626j)  (0.004283+0.001354j)  (-0.007333-0.002366j)  (-0.003735-0.000658j)  (0.002455+0.010040j)  (0.003341+0.007719j)  (-0.006001-0.003544j)  (-0.008337+0.001661j)  (0.001670-0.012831j)  (-0.008785-0.010590j)  (0.000080+0.006972j)  (-0.006002+0.006219j)  (-0.004642-0.003912j)  (0.054408+0.000000j)  (-0.000436+0.009857j)  (-0.011967+0.014176j)  (0.000692+0.001125j)  (-0.011848+0.001861j)  (0.008243+0.004331j)  (0.017251+0.003300j)  (-0.003046-0.007793j)  (-0.013886-0.012232j)  (0.009469+0.001973j)  (0.010203-0.005950j)  (-0.013459-0.003331j)  (-0.007523+0.006321j)  (0.012499+0.002430j)  (0.002908+0.005014j)  (-0.000259+0.002986j)  (-0.000436-0.009857j)  (0.054157+0.000000j)  (0.002314+0.013179j)  (-0.003118-0.006140j)  (0.001068+0.013072j)  (0.016559-0.012043j)  (-0.000380-0.014444j)  (-0.020177-0.000835j)  (-0.013719+0.003352j)  (0.004296-0.015428j)  (-0.007437-0.007666j)  (-0.003218+0.006986j)  (-0.002942+0.018144j)  (-0.002800-0.003150j)  (0.016352+0.003069j)  (0.001791+0.001430j)  (-0.011967-0.014176j)  (0.002314-0.013179j)  (0.073528+0.000000j)  (0.002440-0.002119j)  (0.016053+0.008947j)  (-0.014015-0.010005j)  (-0.010910-0.021932j)  (-0.003712+0.008084j)  (0.002064+0.020937j)  (-0.002272-0.000254j)  (-0.018459+0.000132j)  (-0.005020+0.000778j)  (-0.004418+0.000316j)  (0.000899-0.002362j)  (-0.001380+0.001583j)  (-0.006738-0.001626j)  (0.000692-0.001125j)  (-0.003118+0.006140j)  (0.002440+0.002119j)  (0.046951+0.000000j)  (-0.002238-0.001676j)  (0.006418+0.000863j)  (0.004800-0.007417j)  (-0.002574-0.008173j)  (-0.000077+0.001576j)  (0.000198+0.007526j)  (0.003360-0.003085j)  (-0.005480+0.009026j)  (-0.002967+0.013512j)  (0.001547-0.005611j)  (0.021848+0.001811j)  (0.004283-0.001354j)  (-0.011848-0.001861j)  (0.001068-0.013072j)  (0.016053-0.008947j)  (-0.002238+0.001676j)  (0.056164+0.000000j)  (-0.012941-0.006511j)  (-0.020680-0.006001j)  (0.002303+0.010999j)  (0.009884+0.026464j)  (-0.007862+0.000006j)  (-0.019565+0.004151j)  (-0.012556-0.026581j)  (-0.012860-0.000968j)  (0.010386+0.010494j)  (-0.010813+0.003440j)  (-0.007333+0.002366j)  (0.008243-0.004331j)  (0.016559+0.012043j)  (-0.014015+0.010005j)  (0.006418-0.000863j)  (-0.012941+0.006511j)  (0.079506+0.000000j)  (0.012395-0.006599j)  (-0.020944-0.026662j)  (-0.018966-0.004785j)  (0.017939-0.007836j)  (-0.004342-0.011954j)  (-0.008435-0.013421j)  (-0.016664-0.011883j)  (0.003130+0.010281j)  (-0.013062+0.013805j)  (-0.003735+0.000658j)  (0.017251-0.003300j)  (-0.000380+0.014444j)  (-0.010910+0.021932j)  (0.004800+0.007417j)  (-0.020680+0.006001j)  (0.012395+0.006599j)  (0.072245+0.000000j)  (-0.004718-0.010523j)  (-0.022283-0.013429j)  (0.004828+0.000816j)  (0.009276-0.015206j)  (0.024979-0.003594j)  (0.008962-0.004625j)  (-0.010069+0.001702j)  (0.005394-0.012701j)  (0.002455-0.010040j)  (-0.003046+0.007793j)  (-0.020177+0.000835j)  (-0.003712-0.008084j)  (-0.002574+0.008173j)  (0.002303-0.010999j)  (-0.020944+0.026662j)  (-0.004718+0.010523j)  (0.061004+0.000000j)  (0.018427-0.008268j)  (-0.009571+0.020112j)  (0.000835+0.006799j)  (0.012032+0.012812j)  (0.021684+0.007777j)  (-0.004518-0.000878j)  (0.004896-0.018427j)  (0.003341-0.007719j)  (-0.013886+0.012232j)  (-0.013719-0.003352j)  (0.002064-0.020937j)  (-0.000077-0.001576j)  (0.009884-0.026464j)  (-0.018966+0.004785j)  (-0.022283+0.013429j)  (0.018427+0.008268j)  (0.078917+0.000000j)  (-0.008658+0.007969j)  (-0.001243+0.018825j)  (0.002827-0.022887j)  (-0.003591-0.004269j)  (0.006972+0.003299j)  (-0.007269-0.001411j)  (-0.006001+0.003544j)  (0.009469-0.001973j)  (0.004296+0.015428j)  (-0.002272+0.000254j)  (0.000198-0.007526j)  (-0.007862-0.000006j)  (0.017939+0.007836j)  (0.004828-0.000816j)  (-0.009571-0.020112j)  (-0.008658-0.007969j)  (0.065286+0.000000j)  (0.002630-0.001902j)  (0.010631-0.001407j)  (0.003060-0.017879j)  (0.001087+0.003970j)  (-0.018387-0.007234j)  (-0.008337-0.001661j)  (0.010203+0.005950j)  (-0.007437+0.007666j)  (-0.018459-0.000132j)  (0.003360+0.003085j)  (-0.019565-0.004151j)  (-0.004342+0.011954j)  (0.009276+0.015206j)  (0.000835-0.006799j)  (-0.001243-0.018825j)  (0.002630+0.001902j)  (0.065618+0.000000j)
 (-0.005161-0.036803j)  (-0.001408+0.024844j)  (0.020111-0.014291j)  (-0.000192-0.010580j)  (-0.005566-0.009556j)  (-0.006220-0.014236j)  (-0.017417+0.013337j)  (-0.002898+0.012454j)  (-0.000917-0.004083j)  (0.001218-0.009904j)  (-0.010257-0.003048j)  (0.000290+0.010570j)  (0.002114+0.007068j)  (0.002938-0.002465j)  (0.010147+0.015286j)  (-0.015442+0.006611j)  (0.007876-0.008824j)  (-0.014222+0.017312j)  (0.014637-0.003928j)  (0.009783-0.014007j)  (-0.002882-0.005372j)  (-0.001102-0.013575j)  (-0.008773+0.006397j)  (-0.024386+0.004969j)  (0.003115+0.001234j)  (0.002880-0.010747j)  (-0.003904-0.005628j)  (-0.007569+0.012773j)  (-0.000388+0.000997j)  (0.005070+0.001204j)  (-0.004227+0.006214j)  (-0.010857-0.006456j)  (-0.004357+0.005423j)  (0.004007-0.004616j)  (-0.015017-0.001309j)  (-0.003260+0.004889j)  (-0.001580-0.001445j)  (-0.003731+0.012062j)  (0.004968-0.000591j)  (0.012311+0.000329j)  (0.001492-0.004674j)  (-0.001124-0.003269j)  (-0.004920+0.006361j)  (0.006047-0.001105j)  (0.004818-0.002222j)  (-0.001712-0.005549j)  (-0.000760-0.010674j)  (0.009207-0.000006j)  (0.011289+0.007090j)  (-0.021238-0.007697j)  (0.000815+0.014499j)  (0.007352+0.005868j)  (0.003377+0.006418j)  (0.015454+0.002665j)  (-0.006556-0.000068j)  (-0.004868-0.015795j)  (0.005537+0.002129j)  (0.008986+0.003828j)  (0.005524-0.000761j)  (-0.012853-0.012252j)  (-0.007296+0.003611j)  (-0.004003+0.001433j)  (-0.003846-0.001871j)  (0.002091-0.003108j)  (0.008461+0.005971j)  (-0.007197+0.000293j)  (0.001164+0.009711j)  (0.004896-0.001339j)  (0.006113-0.001994j)  (0.002146+0.003280j)  (0.002188-0.006956j)  (-0.007092-0.007468j)  (0.002207-0.000867j)  (-0.000722-0.003496j)  (0.006770-0.005453j)  (-0.001790-0.002386j)  (-0.004207+0.000089j)  (0.005906-0.005138j)  (-0.005605-0.002887j)  (0.002675+0.001670j)  (-0.015384+0.005814j)  (0.020577-0.002694j)  (-0.007322-0.014466j)  (-0.018680-0.002216j)  (0.001061-0.000558j)  (-0.015022+0.006965j)  (-0.000443+0.003824j)  (0.009321+0.008979j)  (-0.002151-0.000888j)  (-0.008174+0.004856j)  (-0.004372-0.002767j)  (0.014932+0.000891j)  (0.002371-0.001465j)  (-0.006379-0.001328j)  (0.002258-0.005318j)  (0.004070+0.009481j)  (-0.002912+0.020940j)  (0.001665-0.011188j)  (-0.014310-0.003533j)  (-0.007135+0.011464j)  (0.004173-0.000052j)  (0.000447+0.004915j)  (0.011301-0.001782j)  (0.011352-0.003050j)  (0.000347-0.003433j)  (0.001143+0.005484j)  (-0.000337+0.004259j)  (0.003664-0.009702j)  (0.000840-0.003710j)  (-0.002612+0.002574j)  (-0.000855-0.010148j)  (0.010063+0.002418j)  (0.014476+0.012790j)  (-0.020743-0.023526j)  (0.000205+0.015958j)  (0.016732+0.023298j)  (-0.002498+0.006936j)  (0.017993+0.006996j)  (-0.004210-0.008125j)  (-0.004718-0.021121j)  (0.006128+0.002370j)  (0.007531+0.006252j)  (0.008778+0.002286j)  (-0.016522-0.022917j)  (-0.005404+0.000193j)  (-0.004066+0.006490j)  (-0.007776+0.002278j)  (0.009818-0.012542j)  (-0.008173-0.000361j)  (0.008823-0.002881j)  (-0.005065+0.001240j)  (-0.005020-0.001107j)  (-0.002457+0.004962j)  (-0.000649+0.003817j)  (-0.000570+0.001471j)  (0.000378+0.005677j)  (0.003842-0.000110j)  (-0.003906+0.002817j)  (0.004900-0.000717j)  (0.001655-0.004248j)  (-0.002913-0.002370j)  (0.000486-0.000631j)  (-0.002060-0.005828j)  (0.000035+0.003377j)  (0.016978+0.007992j)  (-0.018002-0.011804j)  (0.001635+0.018881j)  (0.019962+0.017445j)  (0.005096+0.005457j)  (0.023561+0.003157j)  (0.000695-0.009324j)  (-0.007962-0.017980j)  (0.004034+0.001827j)  (0.015822+0.001751j)  (0.006476+0.000540j)  (-0.015955-0.004530j)  (-0.003153+0.006213j)  (0.001191+0.002753j)  (-0.002650+0.004464j)  (0.001299-0.014785j)  (-0.031584+0.014552j)  (0.028070-0.007040j)  (-0.022029-0.028448j)  (-0.013429+0.002640j)  (-0.007135+0.003031j)  (-0.010117+0.007428j)  (0.011252+0.007568j)  (0.011064+0.006486j)  (-0.005398+0.003607j)  (-0.013560+0.005863j)  (-0.016722+0.006697j)  (0.008828-0.001110j)  (0.006873-0.005555j)  (-0.000834-0.003652j)  (0.013445-0.017561j)  (0.004043+0.010119j)  (-0.020740+0.000595j)  (0.025220+0.002616j)  (-0.005254-0.018503j)  (-0.022478-0.004047j)  (-0.002131-0.002522j)  (-0.018938+0.009024j)  (0.004209+0.006219j)  (0.018642+0.016468j)  (-0.000108+0.001623j)  (-0.008540+0.005655j)  (-0.003148+0.002995j)  (0.018504-0.000086j)  (0.000578-0.002050j)  (-0.005586-0.001450j)  (0.005722-0.011857j)  (0.006979+0.017949j)  (0.003866-0.025959j)  (-0.009810+0.018247j)  (0.022339-0.002913j)  (0.000948-0.006856j)  (0.000194-0.007611j)  (0.005559-0.005746j)  (-0.008214+0.005149j)  (-0.011095+0.003401j)  (0.002615+0.003572j)  (0.008428-0.009264j)  (-0.003958-0.007173j)  (-0.002548+0.005809j)  (0.002719+0.005203j)  (0.003213+0.004440j)  (0.010785+0.012680j)  (-0.006720+0.003208j)  (0.021792-0.017145j)  (-0.027571+0.020588j)  (0.023452+0.016772j)  (0.025789-0.008043j)  (0.001758-0.004902j)  (0.016301-0.021374j)  (-0.016776+0.003159j)  (-0.024873-0.000519j)  (0.003579-0.001062j)  (0.001175-0.015262j)  (0.001830-0.013137j)  (-0.016956+0.010593j)  (0.002844+0.003273j)  (0.000329+0.002519j)  (-0.001225+0.012207j)  (-0.008779-0.010985j)  (-0.011181+0.006882j)  (0.013046+0.002020j)  (-0.007583-0.013726j)  (-0.006631+0.001392j)  (-0.000027-0.000310j)  (-0.009475+0.004067j)  (0.005466+0.016185j)  (0.006453+0.003301j)  (-0.002593+0.004606j)  (-0.009495-0.000346j)  (-0.008998+0.004696j)  (0.006395+0.004507j)  (0.004007-0.002672j)  (0.002128+0.001701j)  (0.012551-0.006694j)  (0.004375+0.007522j)  (-0.009480-0.012893j)  (0.017426+0.017946j)  (0.002897-0.011092j)  (-0.015875-0.020866j)  (-0.003083-0.004307j)  (-0.013055-0.003907j)  (0.000353+0.006113j)  (0.005552+0.020223j)  (-0.000124-0.005384j)  (-0.013808-0.002023j)  (-0.007378-0.003417j)  (0.009942+0.011118j)  (0.004272-0.002167j)  (-0.001867-0.002985j)  (0.001342-0.004532j)  (-0.000301+0.011501j)
 (-0.004184-0.007307j)  (-0.003084-0.011415j)  (-0.003234-0.024985j)  (0.000393+0.004108j)  (0.000117+0.014216j)  (0.007916+0.005348j)  (-0.002006-0.014659j)  (0.009167-0.003579j)  (-0.013828+0.003013j)  (0.011017+0.002558j)  (-0.023249+0.023551j)  (0.006954+0.004675j)  (0.009306-0.005157j)  (-0.005620+0.000715j)  (0.010461+0.029650j)  (-0.014849-0.021706j)  (0.001771-0.005569j)  (-0.002448-0.002782j)  (0.007332-0.005458j)  (0.000910+0.010782j)  (-0.005529+0.004174j)  (0.004879+0.012473j)  (0.004671-0.003256j)  (0.002531+0.006215j)  (-0.009506+0.001848j)  (0.009189+0.017736j)  (-0.016774+0.000490j)  (0.006260+0.006982j)  (0.002971+0.005926j)  (-0.003384-0.008158j)  (-0.002686+0.017708j)  (0.007188-0.019874j)  (0.000394+0.004423j)  (-0.000600-0.004232j)  (-0.010441+0.015448j)  (-0.007039-0.005924j)  (0.000111-0.001114j)  (0.002766-0.004672j)  (-0.002757+0.005446j)  (-0.005315-0.002357j)  (-0.000734-0.001142j)  (0.001779-0.003562j)  (0.012417+0.001049j)  (-0.000404-0.004459j)  (-0.005561+0.005810j)  (-0.006997+0.009069j)  (0.004473-0.014035j)  (-0.000112+0.003484j)  (0.007473+0.001415j)  (0.012561-0.002549j)  (0.011184+0.007650j)  (-0.007749+0.005755j)  (-0.006617-0.002576j)  (-0.007467+0.006649j)  (0.009999+0.003161j)  (-0.003940+0.005700j)  (0.005399-0.006346j)  (-0.006890+0.013888j)  (-0.008912-0.013371j)  (-0.010488+0.012614j)  (-0.008220+0.000431j)  (0.004036-0.004938j)  (-0.018803-0.004287j)  (0.013929-0.001538j)  (0.006099+0.006142j)  (0.001145-0.000193j)  (0.010737+0.006596j)  (-0.000202+0.005215j)  (-0.004086-0.002264j)  (-0.004417-0.001598j)  (0.008472+0.002178j)  (-0.003431+0.002652j)  (-0.004857-0.006152j)  (-0.001821+0.003668j)  (0.000296-0.011931j)  (-0.003991+0.001608j)  (-0.004484-0.000889j)  (-0.001204+0.000956j)  (-0.012019+0.002642j)  (0.003302-0.000063j)  (-0.006593+0.001664j)  (-0.011574+0.007233j)  (-0.013941-0.002167j)  (0.003991+0.000722j)  (0.009255-0.000328j)  (-0.001915-0.006380j)  (-0.012604-0.003593j)  (0.005238-0.009939j)  (-0.001551-0.002001j)  (0.008896-0.011337j)  (0.009607+0.006614j)  (-0.000251-0.012847j)  (0.004830-0.006269j)  (-0.003896+0.007227j)  (0.015122+0.001457j)  (-0.010783+0.008681j)  (-0.001536+0.010584j)  (-0.000971+0.003471j)  (-0.006190+0.012207j)  (-0.004809-0.010058j)  (0.002447-0.007686j)  (-0.003462-0.000355j)  (-0.006551+0.015471j)  (-0.004388-0.010235j)  (0.008031+0.003821j)  (-0.011315-0.007036j)  (0.024087-0.008261j)  (-0.004902-0.003821j)  (-0.006216-0.006109j)  (0.006412-0.000208j)  (-0.001429-0.028337j)  (0.003838+0.017532j)  (0.003508-0.003649j)  (0.012804-0.003130j)  (0.003792+0.004515j)  (-0.009420+0.002067j)  (-0.001901-0.000346j)  (-0.011513+0.004247j)  (0.011984+0.006349j)  (-0.016137+0.009246j)  (0.001617-0.011810j)  (-0.017274+0.010972j)  (-0.007376-0.019826j)  (-0.022440+0.013688j)  (-0.006679+0.005187j)  (0.011883-0.007669j)  (-0.016478-0.007314j)  (0.027423+0.003852j)  (-0.008029-0.001169j)  (-0.001660+0.004548j)  (-0.003396-0.002852j)  (0.001718-0.000698j)  (0.000108+0.002535j)  (-0.002979+0.000135j)  (-0.006396-0.005605j)  (0.000513+0.001009j)  (0.003201+0.003347j)  (0.001814-0.000711j)  (0.007618+0.004512j)  (-0.000457+0.000319j)  (0.004374-0.004561j)  (-0.004951-0.000654j)  (0.003910-0.002978j)  (-0.002274+0.008412j)  (0.009447+0.003115j)  (0.009964-0.001743j)  (0.012795+0.003439j)  (-0.003777-0.002565j)  (-0.011060-0.001440j)  (-0.005565+0.003583j)  (0.006882+0.003243j)  (-0.006868+0.007845j)  (0.007677-0.007378j)  (-0.017984+0.015799j)  (-0.004927-0.015124j)  (-0.014325+0.011289j)  (-0.000407+0.007583j)  (0.008291-0.007793j)  (-0.012471-0.011085j)  (0.021128-0.001920j)  (-0.021342+0.009255j)  (-0.008455+0.004034j)  (-0.018575+0.009128j)  (0.002334-0.001895j)  (0.010379-0.005822j)  (0.005495-0.006580j)  (-0.017758+0.000318j)  (0.002209-0.005477j)  (0.016521+0.019536j)  (0.000330-0.018316j)  (0.032878+0.022885j)  (-0.000862-0.015303j)  (-0.007294-0.009477j)  (-0.007552+0.002588j)  (0.030519-0.017731j)  (-0.011567+0.011596j)  (-0.008441+0.001830j)  (-0.007625+0.008371j)  (-0.013341-0.005756j)  (0.003196-0.010187j)  (0.007925-0.000167j)  (-0.001740-0.009208j)  (-0.008635-0.003034j)  (0.001866-0.011870j)  (0.001095+0.004208j)  (0.004463-0.012633j)  (0.007626+0.006052j)  (0.001358-0.015304j)  (-0.000620-0.009777j)  (-0.008922+0.010435j)  (0.019147-0.001539j)  (-0.016280+0.013226j)  (0.005180-0.013418j)  (-0.001146-0.001726j)  (0.004068-0.012876j)  (0.002756-0.000968j)  (-0.000107+0.008162j)  (0.006369+0.004192j)  (0.003905-0.018658j)  (-0.002452+0.001806j)  (-0.018697-0.001326j)  (0.010332+0.010351j)  (-0.032053+0.015111j)  (0.008274+0.007358j)  (0.002571+0.005901j)  (-0.002896-0.004991j)  (-0.000248+0.028376j)  (-0.006541-0.015084j)  (0.011444-0.010531j)  (0.007735-0.009572j)  (0.012945-0.010328j)  (-0.000317+0.011859j)  (-0.005979+0.004518j)  (0.000661+0.012098j)  (0.009684-0.006905j)  (0.000801+0.010048j)  (-0.004923-0.008953j)  (0.008290+0.018479j)  (-0.025808-0.001480j)  (0.003375+0.019405j)  (0.001402+0.006435j)  (-0.001673-0.010975j)  (-0.010859+0.017208j)  (0.004170-0.028861j)  (-0.010421-0.001032j)  (-0.006602-0.000354j)  (-0.020423+0.001305j)  (0.006209-0.001334j)  (0.012678-0.005303j)  (-0.005267-0.009632j)  (-0.018221+0.003157j)  (0.004110-0.000951j)  (0.003821+0.005966j)  (0.007226-0.011809j)  (0.023899+0.014343j)  (0.003570-0.009240j)  (-0.002705-0.006861j)  (0.002883+0.004427j)  (0.021411+0.001661j)  (-0.013082+0.002907j)  (-0.007388-0.002698j)  (-0.009050-0.005135j)  (-0.010495-0.013913j)  (0.011150+0.001131j)  (0.003571+0.004503j)  (0.013442-0.000261j)  (-0.004427-0.005371j)  (0.012746-0.003234j)  (-0.004673+0.004911j)  (0.017361-0.004710j)  (0.007271+0.018792j)  (0.015865-0.007678j)  (0.005449-0.001486j)  (-0.004553-0.000741j)  (0.019451+0.011250j)  (-0.021938+0.003145j)
 (0.004547+0.009848j)  (-0.007352+0.006747j)  (0.002178-0.000199j)  (-0.002596+0.003611j)  (-0.016669+0.022612j)  (-0.003947-0.008402j)  (0.023567+0.027462j)  (-0.008745-0.005430j)  (-0.002888-0.006490j)  (0.003881-0.003260j)  (-0.004126+0.010800j)  (0.010955-0.017937j)  (-0.007931+0.017526j)  (-0.001014-0.007051j)  (-0.012973+0.023234j)  (-0.002843+0.000347j)  (-0.000222+0.007679j)  (-0.011649-0.001300j)  (-0.002099+0.009639j)  (-0.001069+0.002608j)  (-0.009135-0.004905j)  (-0.010171-0.012746j)  (-0.003447+0.004568j)  (0.005891-0.014242j)  (0.001219-0.002234j)  (0.005698-0.002522j)  (-0.011338-0.003208j)  (0.022424-0.015824j)  (-0.000411+0.005192j)  (0.008512-0.009282j)  (-0.016011+0.002323j)  (-0.011684+0.004485j)  (0.002520+0.001386j)  (0.008158+0.005366j)  (0.005696-0.001130j)  (-0.002037-0.007279j)  (0.009341+0.002011j)  (-0.001875+0.000905j)  (0.006533-0.007688j)  (0.003994+0.003386j)  (-0.002516-0.001338j)  (-0.002602+0.003871j)  (0.000306+0.004142j)  (-0.013612+0.004611j)  (0.000229-0.005563j)  (-0.000076+0.005595j)  (0.010349+0.003642j)  (-0.001465-0.000597j)  (-0.003961+0.000473j)  (-0.000927-0.009230j)  (0.003051-0.003827j)  (-0.003290-0.004742j)  (-0.009920-0.011527j)  (0.007931-0.010810j)  (-0.016791+0.004323j)  (0.008293-0.002451j)  (0.003110+0.003111j)  (0.001415+0.000004j)  (-0.002243-0.011828j)  (0.020832+0.011422j)  (-0.006809+0.001116j)  (0.006830-0.001419j)  (-0.005033-0.013194j)  (-0.001872-0.019482j)  (-0.002951-0.004401j)  (-0.000011+0.005307j)  (0.001029-0.005916j)  (0.000363-0.003069j)  (-0.000714-0.011964j)  (0.002345+0.002301j)  (-0.010810-0.000369j)  (0.003302+0.003295j)  (0.001997-0.002638j)  (0.002243-0.000406j)  (0.000747-0.005578j)  (0.005605+0.006321j)  (0.000190-0.004493j)  (-0.001593+0.004305j)  (-0.003683-0.007406j)  (0.002067-0.006857j)  (0.001433-0.000035j)  (0.002034+0.004938j)  (-0.002098+0.001557j)  (0.004702+0.002158j)  (0.006856+0.005118j)  (-0.003245+0.014104j)  (0.012088-0.010240j)  (0.000821+0.003235j)  (-0.000409-0.000544j)  (0.001587+0.005931j)  (0.003915+0.001469j)  (-0.023713-0.006972j)  (0.001546+0.007200j)  (-0.012212+0.001730j)  (0.012631+0.008622j)  (-0.001007+0.003502j)  (0.002034-0.007978j)  (0.002865+0.001922j)  (0.000204+0.000189j)  (-0.000371-0.004432j)  (0.014723-0.007006j)  (0.008367+0.007788j)  (-0.006330-0.022484j)  (0.004860+0.005140j)  (-0.003619+0.002334j)  (-0.000773+0.000845j)  (0.005888+0.000557j)  (-0.010725+0.015024j)  (0.000663-0.007064j)  (-0.001055+0.008520j)  (0.011107-0.009053j)  (0.002293-0.003716j)  (-0.011871-0.000259j)  (0.006002-0.012861j)  (0.005322+0.005372j)  (0.006915-0.007366j)  (-0.008948-0.008430j)  (0.024399-0.016934j)  (-0.018728+0.002604j)  (0.009367-0.002214j)  (-0.003267-0.003559j)  (0.012698+0.003872j)  (-0.005900-0.015035j)  (0.016187+0.038790j)  (-0.002480-0.002847j)  (0.007119+0.001042j)  (-0.011281-0.018320j)  (0.000682-0.011925j)  (-0.005150+0.001210j)  (0.005149-0.000930j)  (-0.001075-0.001183j)  (0.000740+0.000364j)  (0.003891-0.000653j)  (0.001623+0.005223j)  (0.004848-0.007288j)  (-0.001536+0.001516j)  (-0.004391+0.002939j)  (-0.003490+0.001167j)  (-0.002482-0.002505j)  (-0.002091+0.001884j)  (0.001256+0.002436j)  (-0.005226-0.002124j)  (0.006738+0.001184j)  (0.002633+0.002902j)  (-0.001432+0.003657j)  (-0.000098-0.012152j)  (0.000094+0.000897j)  (-0.005118-0.011478j)  (-0.006662-0.008164j)  (0.008494-0.009050j)  (-0.013057+0.004468j)  (0.006907-0.005154j)  (-0.001970+0.001289j)  (0.003601-0.001450j)  (-0.002911-0.000914j)  (0.016926+0.016630j)  (-0.006512-0.004108j)  (0.011441-0.005109j)  (-0.003251-0.012426j)  (-0.002241-0.012721j)  (0.009878-0.008063j)  (0.006167+0.002977j)  (0.001526+0.004811j)  (-0.001812+0.008423j)  (0.027043+0.002197j)  (-0.000505+0.012910j)  (0.015490-0.036319j)  (0.000997+0.012988j)  (-0.009706+0.008326j)  (-0.003717+0.005181j)  (0.014375+0.003472j)  (-0.024452-0.007228j)  (0.023384+0.001372j)  (-0.013757+0.009060j)  (0.027030+0.006234j)  (0.008759+0.006576j)  (0.006000-0.005816j)  (0.007133+0.011679j)  (0.005257+0.000990j)  (0.008171+0.003530j)  (0.006251+0.003547j)  (-0.001686+0.021824j)  (0.010679-0.013019j)  (-0.004358+0.010851j)  (-0.006505+0.004060j)  (-0.006809+0.010380j)  (0.002826-0.004015j)  (-0.034924-0.008589j)  (0.010649-0.002641j)  (-0.008789+0.001175j)  (0.015332+0.000913j)  (0.011396+0.009602j)  (0.003913+0.009720j)  (-0.007060-0.001079j)  (-0.002868-0.000506j)  (0.000321+0.001985j)  (-0.014760+0.019604j)  (-0.008539-0.005770j)  (0.018869+0.022620j)  (-0.003967-0.007785j)  (0.002701+0.000799j)  (0.002448-0.008493j)  (-0.007755-0.002908j)  (0.012087-0.011824j)  (-0.003148+0.009301j)  (0.002454-0.008841j)  (-0.015353+0.013559j)  (-0.003921+0.001819j)  (-0.009395+0.001705j)  (-0.016164-0.010409j)  (-0.001587+0.000556j)  (-0.008327-0.000967j)  (-0.014643+0.008226j)  (-0.005304-0.018552j)  (-0.007091+0.023015j)  (-0.000964-0.017342j)  (0.004452-0.004650j)  (0.013400-0.011073j)  (-0.009501-0.008157j)  (0.035735-0.017262j)  (-0.009929+0.004735j)  (0.009195-0.009326j)  (-0.020591-0.002890j)  (-0.019542-0.002442j)  (0.008830+0.002551j)  (0.003663+0.006525j)  (-0.000402+0.002746j)  (0.005048-0.001534j)  (0.008982+0.009919j)  (-0.001253+0.009573j)  (0.017956-0.021050j)  (-0.003901+0.008903j)  (-0.001625-0.004774j)  (-0.003413+0.003303j)  (0.002529+0.012129j)  (-0.014705-0.002220j)  (0.010789+0.003197j)  (-0.004341-0.003602j)  (0.015648+0.011640j)  (-0.001674+0.001194j)  (0.003272-0.000655j)  (-0.003204+0.011499j)  (-0.004003-0.005752j)  (-0.002447+0.002944j)  (-0.000682+0.013099j)  (-0.018184+0.007151j)  (0.016700+0.001517j)  (-0.012993-0.000637j)  (0.003226-0.002862j)  (-0.005895+0.000279j)  (0.006108+0.006809j)  (-0.011936-0.026703j)  (0.003305+0.007897j)  (-0.007315-0.002241j)  (0.007621+0.016399j)  (-0.006987+0.016737j)
