 (0.048762+0.000000j)  (-0.004745+0.003411j)  (0.034695+0.000849j)  (0.006180-0.012263j)  (0.021050-0.009268j)  (-0.010586+0.008737j)  (-0.006206+0.019685j)  (0.011843-0.008282j)  (-0.012729-0.032016j)  (-0.015802+0.002644j)  (0.006674+0.009452j)  (0.007994+0.000023j)  (-0.008581+0.009674j)  (0.007096-0.010709j)  (0.011388-0.007004j)  (0.005360+0.004385j)  (-0.004745-0.003411j)  (0.037582+0.000000j)  (-0.012239-0.002121j)  (-0.006274+0.003579j)  (-0.006554-0.006246j)  (0.000398+0.003914j)  (0.004256-0.002149j)  (-0.008209+0.004644j)  (0.002580+0.010134j)  (0.006800+0.004589j)  (-0.004974+0.002163j)  (-0.010269+0.000405j)  (-0.000702-0.007462j)  (-0.004868+0.003519j)  (-0.003297+0.004045j)  (-0.002451-0.001078j)  (0.034695-0.000849j)  (-0.012239+0.002121j)  (0.111815+0.000000j)  (0.013090-0.024986j)  (0.038808-0.016719j)  (-0.018703+0.014422j)  (-0.009106+0.038596j)  (0.024437-0.026181j)  (-0.037645-0.070731j)  (-0.027836-0.001897j)  (0.012648+0.012133j)  (0.027725-0.011664j)  (-0.024493+0.015716j)  (0.019571-0.016249j)  (0.026554-0.015175j)  (0.007323+0.008387j)  (0.006180+0.012263j)  (-0.006274-0.003579j)  (0.013090+0.024986j)  (0.067982+0.000000j)  (0.014483+0.011729j)  (-0.029084-0.004895j)  (-0.013847+0.004182j)  (0.031041+0.007859j)  (0.013789-0.028391j)  (-0.012594-0.031656j)  (0.004287+0.006093j)  (0.017902+0.018871j)  (-0.000186-0.007955j)  (0.026764+0.001773j)  (0.011197+0.009568j)  (-0.000569+0.018152j)  (0.021050+0.009268j)  (-0.006554+0.006246j)  (0.038808+0.016719j)  (0.014483-0.011729j)  (0.062577+0.000000j)  (-0.014714+0.004282j)  (-0.010090+0.022758j)  (0.016321-0.008048j)  (-0.006092-0.049902j)  (-0.015056-0.006106j)  (0.008874+0.005628j)  (0.014630-0.004431j)  (-0.017977+0.006967j)  (0.007883-0.005319j)  (0.023947-0.005697j)  (0.002854+0.007111j)  (-0.010586-0.008737j)  (0.000398-0.003914j)  (-0.018703-0.014422j)  (-0.029084+0.004895j)  (-0.014714-0.004282j)  (0.048012+0.000000j)  (0.014909-0.004154j)  (-0.020993-0.004077j)  (-0.003308+0.028724j)  (0.019513+0.019481j)  (0.001024-0.005608j)  (-0.019484-0.001867j)  (0.006926+0.004155j)  (-0.022983+0.003068j)  (-0.008472-0.002851j)  (0.000972-0.012886j)  (-0.006206-0.019685j)  (0.004256+0.002149j)  (-0.009106-0.038596j)  (-0.013847-0.004182j)  (-0.010090-0.022758j)  (0.014909+0.004154j)  (0.052126+0.000000j)  (-0.013472-0.007835j)  (-0.032863+0.023932j)  (0.007611+0.011810j)  (0.010023-0.007942j)  (-0.009373-0.011809j)  (0.008801+0.010311j)  (-0.013162-0.005216j)  (-0.013692-0.010763j)  (0.006631-0.009073j)  (0.011843+0.008282j)  (-0.008209-0.004644j)  (0.024437+0.026181j)  (0.031041-0.007859j)  (0.016321+0.008048j)  (-0.020993+0.004077j)  (-0.013472+0.007835j)  (0.052663+0.000000j)  (0.007216-0.030033j)  (-0.019417-0.021208j)  (0.003089+0.010232j)  (0.030375+0.005606j)  (-0.008866-0.002557j)  (0.018911-0.007146j)  (0.015612+0.003454j)  (0.002350+0.009312j)  (-0.012729+0.032016j)  (0.002580-0.010134j)  (-0.037645+0.070731j)  (0.013789+0.028391j)  (-0.006092+0.049902j)  (-0.003308-0.028724j)  (-0.032863-0.023932j)  (0.007216+0.030033j)  (0.112658+0.000000j)  (0.014696-0.022774j)  (-0.012825+0.003110j)  (-0.002924+0.028456j)  (-0.002890-0.023551j)  (0.013053+0.026789j)  (-0.001898+0.031692j)  (-0.019952+0.006264j)  (-0.015802-0.002644j)  (0.006800-0.004589j)  (-0.027836+0.001897j)  (-0.012594+0.031656j)  (-0.015056+0.006106j)  (0.019513-0.019481j)  (0.007611-0.011810j)  (-0.019417+0.021208j)  (0.014696+0.022774j)  (0.064292+0.000000j)  (-0.004382-0.001776j)  (-0.026401+0.015732j)  (0.013275-0.003271j)  (-0.015034+0.023759j)  (-0.009468+0.006942j)  (-0.016493-0.005706j)  (0.006674-0.009452j)  (-0.004974-0.002163j)  (0.012648-0.012133j)  (0.004287-0.006093j)  (0.008874-0.005628j)  (0.001024+0.005608j)  (0.010023+0.007942j)  (0.003089-0.010232j)  (-0.012825-0.003110j)  (-0.004382+0.001776j)  (0.037155+0.000000j)  (0.006057-0.006810j)  (-0.001872+0.008457j)  (-0.000021-0.006969j)  (0.002622-0.007779j)  (0.003933-0.000405j)  (0.007994-0.000023j)  (-0.010269-0.000405j)  (0.027725+0.011664j)  (0.017902-0.018871j)  (0.014630+0.004431j)  (-0.019484+0.001867j)  (-0.009373+0.011809j)  (0.030375-0.005606j)  (-0.002924-0.028456j)  (-0.026401-0.015732j)  (0.006057+0.006810j)  (0.070608+0.000000j)  (-0.009337+0.004919j)  (0.018257-0.004345j)  (0.010748+0.001131j)  (0.008548+0.010306j)  (-0.008581-0.009674j)  (-0.000702+0.007462j)  (-0.024493-0.015716j)  (-0.000186+0.007955j)  (-0.017977-0.006967j)  (0.006926-0.004155j)  (0.008801-0.010311j)  (-0.008866+0.002557j)  (-0.002890+0.023551j)  (0.013275+0.003271j)  (-0.001872-0.008457j)  (-0.009337-0.004919j)  (0.050199+0.000000j)  (-0.004368+0.003127j)  (-0.015541+0.001425j)  (-0.003162-0.006962j)  (0.007096+0.010709j)  (-0.004868-0.003519j)  (0.019571+0.016249j)  (0.026764-0.001773j)  (0.007883+0.005319j)  (-0.022983-0.003068j)  (-0.013162+0.005216j)  (0.018911+0.007146j)  (0.013053-0.026789j)  (-0.015034-0.023759j)  (-0.000021+0.006969j)  (0.018257+0.004345j)  (-0.004368-0.003127j)  (0.051906+0.000000j)  (0.010599+0.003773j)  (0.000718+0.013704j)  (0.011388+0.007004j)  (-0.003297-0.004045j)  (0.026554+0.015175j)  (0.011197-0.009568j)  (0.023947+0.005697j)  (-0.008472+0.002851j)  (-0.013692+0.010763j)  (0.015612-0.003454j)  (-0.001898-0.031692j)  (-0.009468-0.006942j)  (0.002622+0.007779j)  (0.010748-0.001131j)  (-0.015541-0.001425j)  (0.010599-0.003773j)  (0.048609+0.000000j)  (-0.002730+0.009985j)  (0.005360-0.004385j)  (-0.002451+0.001078j)  (0.007323-0.008387j)  (-0.000569-0.018152j)  (0.002854-0.007111j)  (0.000972+0.012886j)  (0.006631+0.009073j)  (0.002350-0.009312j)  (-0.019952-0.006264j)  (-0.016493+0.005706j)  (0.003933+0.000405j)  (0.008548-0.010306j)  (-0.003162+0.006962j)  (0.000718-0.013704j)  (-0.002730-0.009985j)  (0.044344+0.000000j)
 (0.005377-0.007623j)  (0.015103+0.004950j)  (-0.008871-0.004874j)  (0.012912-0.008160j)  (0.017090-0.015274j)  (0.004205+0.001934j)  (-0.017366-0.021674j)  (0.007186+0.001181j)  (-0.014286-0.010311j)  (0.015969-0.006561j)  (-0.007110-0.010207j)  (0.003516-0.006564j)  (0.020888+0.025039j)  (-0.011851+0.016685j)  (-0.003331+0.008401j)  (0.006285+0.014965j)  (-0.004105+0.002256j)  (-0.003335-0.000704j)  (0.004490+0.002296j)  (-0.000674+0.004582j)  (-0.008362+0.000402j)  (-0.000497-0.007965j)  (-0.002305+0.006682j)  (-0.000635-0.002759j)  (0.002824+0.005995j)  (-0.002914+0.002392j)  (0.007353+0.001830j)  (-0.000034+0.003157j)  (-0.006068-0.009088j)  (-0.004618-0.008356j)  (-0.002157+0.000041j)  (0.003424-0.006887j)  (0.006257-0.008129j)  (0.028869+0.012934j)  (-0.023122+0.006098j)  (0.016033-0.014370j)  (0.039490-0.034796j)  (0.010993+0.012015j)  (-0.030068-0.045981j)  (0.015646+0.001448j)  (-0.030176-0.033060j)  (0.025549-0.012746j)  (-0.019194-0.028405j)  (-0.002862-0.009426j)  (0.050354+0.042476j)  (-0.016663+0.029169j)  (0.005515+0.018620j)  (0.016383+0.026672j)  (0.009732+0.000733j)  (0.013674+0.036335j)  (0.002762-0.007424j)  (0.018118+0.000193j)  (0.022437+0.006304j)  (-0.002939+0.020111j)  (0.006141-0.018725j)  (0.005968+0.015656j)  (0.009824-0.020972j)  (0.029606+0.009526j)  (0.008292-0.011735j)  (0.009403-0.010393j)  (-0.003004+0.031355j)  (-0.037742+0.019564j)  (-0.002615+0.005018j)  (-0.017116+0.035911j)  (0.004193-0.009077j)  (0.011862+0.010388j)  (-0.009366-0.000381j)  (0.007340+0.001462j)  (0.026364-0.012630j)  (0.001691+0.011021j)  (-0.008485-0.037320j)  (0.012107+0.004922j)  (-0.012760-0.028512j)  (0.021960-0.005924j)  (-0.003142-0.015080j)  (0.002977-0.004981j)  (0.023087+0.033184j)  (-0.013337+0.015478j)  (-0.007194+0.005942j)  (-0.003247+0.014562j)  (-0.006240-0.000693j)  (-0.016345-0.022776j)  (-0.000406+0.004479j)  (-0.012947-0.002052j)  (-0.017967+0.003099j)  (-0.001811-0.017667j)  (-0.000260+0.017647j)  (-0.010417-0.007055j)  (-0.001424+0.016197j)  (-0.025404-0.008814j)  (-0.003934+0.015202j)  (-0.007130+0.006299j)  (-0.001521-0.023344j)  (0.027939-0.017087j)  (0.002508-0.006972j)  (0.011053-0.030316j)  (-0.011169-0.004500j)  (0.002961-0.010850j)  (-0.001020+0.007560j)  (-0.005991-0.002032j)  (-0.025522-0.017861j)  (-0.000956-0.005459j)  (-0.022863+0.017116j)  (0.002237-0.007588j)  (-0.017127+0.013945j)  (-0.010372-0.010554j)  (-0.008955+0.012457j)  (0.000872+0.002099j)  (0.018138-0.029474j)  (0.015578+0.005424j)  (0.010524+0.005081j)  (0.012262-0.010784j)  (0.009128-0.005996j)  (0.012868+0.026982j)  (-0.006320-0.008577j)  (0.019324-0.002025j)  (0.021588-0.000821j)  (0.003870+0.019292j)  (0.008142-0.025262j)  (0.007378+0.012109j)  (0.002794-0.017377j)  (0.026105+0.000379j)  (0.001594-0.008923j)  (0.005060-0.005065j)  (0.003218+0.028294j)  (-0.026871+0.024589j)  (-0.003009+0.008621j)  (-0.012941+0.029091j)  (0.008041+0.011643j)  (-0.036354+0.023697j)  (0.011053-0.014287j)  (0.004694+0.014836j)  (0.010658+0.050116j)  (-0.020465+0.001869j)  (0.059378-0.007753j)  (-0.009196+0.018116j)  (0.046313-0.008617j)  (0.000357+0.028598j)  (0.029762-0.004202j)  (0.009106+0.005644j)  (-0.062824+0.030545j)  (-0.020627-0.031462j)  (-0.015991-0.009114j)  (-0.029142-0.006465j)  (-0.006986+0.005080j)  (-0.032392-0.004920j)  (0.005905-0.001674j)  (-0.017121+0.016562j)  (-0.014856+0.016240j)  (-0.024421-0.006186j)  (0.015896+0.017149j)  (-0.017462+0.005114j)  (0.008254+0.013023j)  (-0.026064+0.023197j)  (0.005314+0.016786j)  (-0.002090+0.012624j)  (-0.023602-0.019483j)  (0.000105-0.044267j)  (0.001764-0.004238j)  (-0.017999-0.031583j)  (-0.002529-0.006524j)  (0.009395-0.000726j)  (-0.008754+0.003962j)  (0.003107-0.003028j)  (0.001209-0.012073j)  (-0.000025+0.002303j)  (-0.010899-0.003191j)  (0.004556+0.001510j)  (-0.001594+0.001681j)  (0.009439-0.004778j)  (-0.011443-0.004635j)  (0.003051-0.005805j)  (0.011864-0.002814j)  (-0.001126+0.007840j)  (0.004765+0.004960j)  (0.005707+0.007189j)  (0.006926-0.005730j)  (0.014202+0.025264j)  (-0.010015-0.003218j)  (0.012820-0.008851j)  (0.023274-0.005306j)  (0.006682+0.014633j)  (-0.002746-0.010953j)  (0.011327+0.007491j)  (-0.000718-0.013086j)  (0.024022-0.006132j)  (-0.001054-0.015348j)  (-0.001262-0.004661j)  (0.012060+0.020882j)  (-0.019010+0.022065j)  (-0.003592+0.010289j)  (-0.003002+0.025463j)  (-0.003960+0.000145j)  (-0.008015-0.006164j)  (0.011755-0.001994j)  (-0.003885+0.000318j)  (-0.015528+0.004554j)  (-0.002519-0.007769j)  (0.000001+0.018270j)  (-0.008776-0.003002j)  (0.002862+0.018090j)  (-0.021419+0.002092j)  (-0.002229+0.013863j)  (-0.005938+0.008463j)  (-0.004577-0.019396j)  (0.009676-0.007771j)  (0.006696-0.010126j)  (0.002839-0.011529j)  (0.008792+0.000583j)  (0.007512+0.026102j)  (-0.001551-0.006058j)  (0.012876-0.000673j)  (0.019076+0.001062j)  (0.001807+0.020813j)  (0.009203-0.016517j)  (0.008889+0.009879j)  (0.003799-0.015698j)  (0.020163+0.009988j)  (0.001058-0.013737j)  (0.003374-0.008123j)  (-0.000275+0.025912j)  (-0.029296+0.013135j)  (-0.003314+0.004936j)  (-0.011288+0.022067j)  (0.007156+0.001006j)  (0.009257+0.007384j)  (-0.012324-0.003232j)  (0.006331-0.002217j)  (0.021753-0.007264j)  (0.001679+0.012461j)  (-0.003818-0.024035j)  (0.005389+0.004564j)  (-0.007619-0.025637j)  (0.012139-0.001334j)  (-0.005076-0.015528j)  (0.006617-0.002682j)  (0.007655+0.028418j)  (-0.014759+0.015100j)  (-0.002110+0.007231j)  (0.002539+0.013654j)  (0.001720-0.000649j)  (0.021017-0.005135j)  (-0.007553-0.002369j)  (0.001677-0.010094j)  (-0.001323-0.011836j)  (0.014000-0.004375j)  (-0.012204+0.001280j)  (0.007223-0.000932j)  (-0.009041+0.001467j)  (0.004718-0.017658j)  (-0.002048-0.002414j)  (-0.003185-0.004256j)  (0.022773-0.003536j)  (0.010779+0.021299j)  (-0.000507+0.000896j)  (0.016961+0.008099j)
 (-0.001283-0.005706j)  (0.005539-0.015050j)  (0.002286+0.000476j)  (0.003363-0.010221j)  (-0.032250+0.006231j)  (0.011463+0.010120j)  (-0.001838-0.007601j)  (0.009753-0.007438j)  (0.005318+0.007028j)  (0.009555-0.002492j)  (0.005193-0.003038j)  (0.016649-0.000726j)  (-0.032129+0.004692j)  (-0.009226+0.000687j)  (0.030727-0.002430j)  (-0.000346+0.007492j)  (0.000785+0.006335j)  (-0.006137+0.012776j)  (0.008355-0.005060j)  (0.001605+0.007153j)  (0.005323-0.003664j)  (-0.006639-0.002412j)  (0.001005+0.001602j)  (-0.005403-0.001988j)  (-0.002707-0.001243j)  (-0.005679-0.000833j)  (-0.000953+0.001475j)  (-0.007101-0.000726j)  (0.007193-0.001271j)  (0.005616+0.000189j)  (-0.006160-0.004840j)  (-0.001794-0.003803j)  (0.011855-0.033254j)  (-0.001112-0.032711j)  (-0.010401+0.011970j)  (-0.013096-0.019663j)  (-0.065880+0.021468j)  (0.028539+0.021386j)  (0.002861-0.011666j)  (0.019157-0.013615j)  (0.015988+0.022553j)  (0.020505-0.000596j)  (0.004232-0.000414j)  (0.044397-0.000103j)  (-0.063296+0.008643j)  (-0.020179+0.006608j)  (0.061403-0.019408j)  (0.001633+0.005810j)  (0.009459-0.004414j)  (0.031519-0.027909j)  (0.000252-0.002625j)  (0.008762-0.014240j)  (-0.016883-0.020169j)  (-0.001780+0.037804j)  (0.004772-0.001284j)  (0.024636+0.013544j)  (-0.000553+0.007198j)  (0.015559+0.022884j)  (0.002873+0.002994j)  (0.027247+0.041044j)  (-0.013382-0.018934j)  (-0.019740-0.013839j)  (0.010370+0.016138j)  (0.000446+0.008790j)  (0.006553-0.014821j)  (0.011677-0.017707j)  (-0.001823+0.004451j)  (-0.003059-0.004842j)  (-0.038707+0.001072j)  (0.006684+0.017151j)  (0.006249-0.007228j)  (0.008233+0.001287j)  (0.000059+0.014406j)  (0.011518+0.007548j)  (-0.000218-0.001858j)  (0.020448+0.013645j)  (-0.035567-0.008872j)  (-0.013481-0.003111j)  (0.032327+0.014236j)  (0.000169+0.001926j)  (-0.009956+0.000280j)  (-0.026607+0.023534j)  (0.000888-0.003178j)  (-0.003887+0.005348j)  (0.016561+0.012061j)  (-0.004679-0.025121j)  (-0.006245+0.003974j)  (-0.021102-0.006401j)  (-0.001115-0.006404j)  (-0.007349-0.017956j)  (-0.007151+0.001659j)  (-0.024571-0.026005j)  (0.015773+0.017363j)  (0.017847+0.007951j)  (-0.015663-0.009726j)  (-0.000511-0.010008j)  (-0.017737-0.000756j)  (-0.018529+0.009782j)  (0.001707+0.000068j)  (-0.009112-0.001805j)  (0.011071+0.028788j)  (0.004386-0.017944j)  (-0.012677+0.008577j)  (-0.005655-0.008238j)  (0.012896-0.011427j)  (0.000534-0.009199j)  (-0.001479+0.005115j)  (-0.001666-0.014404j)  (0.003982+0.037701j)  (0.005887+0.008303j)  (-0.009546-0.032977j)  (-0.001113+0.000425j)  (0.008640-0.007600j)  (0.024513-0.028398j)  (-0.005964-0.001495j)  (0.006767-0.013647j)  (-0.022865-0.015747j)  (-0.000510+0.034871j)  (0.003718-0.005904j)  (0.020826+0.005268j)  (-0.001578+0.010710j)  (0.014174+0.018433j)  (0.005835-0.001260j)  (0.029910+0.030132j)  (-0.023420-0.012511j)  (-0.018978-0.010050j)  (0.020947+0.014124j)  (0.003450+0.010664j)  (0.021441+0.019710j)  (0.029517+0.018072j)  (-0.005547-0.005351j)  (0.016976+0.001674j)  (0.011115-0.070184j)  (-0.027187+0.015241j)  (0.013750+0.006282j)  (0.001448+0.022669j)  (-0.035183+0.010575j)  (-0.018412+0.013875j)  (-0.002322+0.008091j)  (-0.024012+0.035986j)  (0.015996-0.061583j)  (0.000045-0.019753j)  (-0.017200+0.063094j)  (-0.011904-0.003421j)  (-0.004252+0.006169j)  (0.000105+0.041990j)  (0.001279-0.006822j)  (0.004127+0.014491j)  (0.023911-0.002896j)  (-0.029487-0.020863j)  (0.003430+0.012587j)  (-0.021510+0.022134j)  (-0.000681-0.009901j)  (-0.033178-0.000248j)  (-0.007361+0.003117j)  (-0.043227+0.004701j)  (0.022907-0.003778j)  (0.020249-0.012151j)  (-0.026629+0.004622j)  (-0.007628-0.012010j)  (-0.004395-0.005178j)  (0.000347-0.004911j)  (0.000883+0.002003j)  (-0.003800-0.005848j)  (-0.012900+0.015498j)  (0.005693+0.003703j)  (-0.004669-0.002795j)  (0.002175-0.002660j)  (0.004805+0.005801j)  (0.008193+0.000957j)  (-0.002105-0.002938j)  (0.011380-0.000384j)  (-0.006873+0.007099j)  (-0.004704+0.000319j)  (0.011313-0.006461j)  (-0.000328-0.002537j)  (0.003921-0.007882j)  (0.008816-0.023364j)  (-0.008958+0.008132j)  (-0.002392-0.012724j)  (-0.022944-0.003107j)  (0.007467+0.022603j)  (-0.001609+0.000615j)  (0.018202-0.002842j)  (-0.002761+0.007440j)  (0.014970+0.009884j)  (0.005412-0.003835j)  (0.028016+0.024918j)  (-0.022936-0.000650j)  (-0.020059+0.003118j)  (0.024989+0.006224j)  (0.000764+0.010976j)  (-0.008236+0.011589j)  (-0.005969+0.009101j)  (0.000994-0.004764j)  (-0.002686+0.008759j)  (0.023781+0.002337j)  (-0.010423-0.013554j)  (-0.002913+0.010000j)  (-0.005640+0.001300j)  (-0.002815-0.013235j)  (-0.010023-0.003335j)  (-0.005534+0.002054j)  (-0.012582-0.002952j)  (0.019578+0.010831j)  (0.009426+0.005877j)  (-0.020066-0.001676j)  (0.006812-0.004167j)  (0.005899+0.001928j)  (0.018458-0.016186j)  (-0.004190+0.000079j)  (0.007493-0.009944j)  (-0.019545-0.019341j)  (0.003590+0.022304j)  (0.005549-0.008942j)  (0.016935+0.002040j)  (-0.006533+0.014201j)  (0.003772+0.016783j)  (0.002445+0.004762j)  (0.019452+0.029362j)  (-0.019728-0.011544j)  (-0.017384-0.003323j)  (0.012818+0.019986j)  (-0.003885+0.006069j)  (0.010931-0.013537j)  (0.012348-0.011295j)  (0.000155+0.001949j)  (0.001011-0.000491j)  (-0.032737+0.000249j)  (0.007945+0.021676j)  (0.007629-0.004591j)  (0.011349-0.000900j)  (0.004551+0.015559j)  (0.011146+0.000879j)  (0.006340-0.003371j)  (0.016041+0.010044j)  (-0.021781-0.011140j)  (-0.010728-0.001860j)  (0.020178+0.014300j)  (0.000678+0.004994j)  (-0.004721-0.005071j)  (-0.009576-0.016258j)  (0.000649-0.001018j)  (-0.002894-0.008267j)  (0.000215+0.014353j)  (0.013385-0.003032j)  (-0.005876+0.001095j)  (0.002308-0.013932j)  (0.011681-0.000010j)  (0.015519-0.005281j)  (0.003547-0.003330j)  (0.015781-0.015132j)  (-0.008370+0.013644j)  (-0.004846+0.011900j)  (0.014770-0.011123j)  (0.000049+0.006277j)
 (0.027557+0.014735j)  (0.005646-0.010097j)  (-0.000409-0.007139j)  (-0.004931+0.000080j)  (-0.008021+0.011693j)  (-0.013754-0.001432j)  (-0.003838+0.025724j)  (-0.012277+0.004381j)  (-0.006094-0.007375j)  (0.001531-0.011150j)  (-0.007390-0.003597j)  (-0.015863+0.007900j)  (-0.006164+0.011387j)  (-0.009687+0.006975j)  (-0.003571+0.025038j)  (0.017590+0.005432j)  (-0.007083-0.003087j)  (-0.004455+0.004317j)  (0.000750+0.003902j)  (0.004679+0.003218j)  (0.000973-0.007048j)  (0.001876-0.000962j)  (0.005870-0.006818j)  (0.005233+0.003274j)  (-0.000399-0.000280j)  (-0.000528+0.006282j)  (-0.000907+0.000140j)  (0.000567-0.000777j)  (0.004845-0.001452j)  (0.001055+0.004674j)  (0.007073-0.005438j)  (-0.007919-0.003705j)  (0.057090+0.029520j)  (0.006223-0.026794j)  (-0.003549-0.029212j)  (-0.013834-0.006026j)  (-0.012025+0.037166j)  (-0.019863+0.009310j)  (-0.003792+0.060518j)  (-0.020395+0.005633j)  (0.001219-0.011284j)  (0.005746-0.021318j)  (-0.005795-0.007045j)  (-0.022894+0.012339j)  (-0.019718+0.028728j)  (-0.011965+0.012176j)  (-0.006090+0.050488j)  (0.041727+0.001478j)  (-0.001892+0.029017j)  (0.034689-0.003495j)  (0.007111-0.009470j)  (-0.005414-0.014320j)  (-0.020546-0.001125j)  (-0.022595-0.008203j)  (-0.022537+0.003253j)  (-0.025682-0.010432j)  (0.003995-0.002255j)  (0.021091-0.008609j)  (-0.000775-0.004269j)  (-0.021427-0.011705j)  (-0.012881+0.001404j)  (-0.027677-0.000225j)  (-0.010678+0.005233j)  (0.021189+0.051065j)  (0.019228+0.027199j)  (0.009213-0.014416j)  (0.005282-0.015029j)  (-0.006560-0.001267j)  (-0.008279+0.016930j)  (-0.007403-0.002137j)  (-0.016971+0.025468j)  (-0.011255+0.002635j)  (0.003136-0.005846j)  (0.010579-0.007935j)  (-0.003818-0.003552j)  (-0.013006+0.007008j)  (-0.016947+0.007624j)  (-0.016001+0.004555j)  (-0.013876+0.017107j)  (0.024274+0.008919j)  (-0.003742-0.019618j)  (-0.026142+0.007256j)  (-0.004719+0.002206j)  (0.000215+0.007490j)  (0.010001-0.007724j)  (0.015207+0.003618j)  (0.017133-0.012475j)  (0.015191+0.011411j)  (0.001253+0.006467j)  (-0.019323+0.003655j)  (0.001838+0.003119j)  (0.019060+0.009551j)  (0.012448-0.004869j)  (0.025361+0.006303j)  (0.009504-0.006591j)  (-0.022483-0.037958j)  (0.009759-0.031837j)  (-0.014945+0.002013j)  (-0.005309+0.005241j)  (-0.003362+0.004057j)  (0.017702+0.003642j)  (0.006793+0.008512j)  (0.029847-0.003235j)  (0.009214+0.012649j)  (-0.002560-0.001551j)  (-0.010744-0.000466j)  (-0.002929+0.005927j)  (0.009148+0.010082j)  (0.015003+0.004934j)  (0.008111+0.006215j)  (0.021778-0.004805j)  (-0.001289-0.021080j)  (0.010372+0.026035j)  (0.023746-0.011173j)  (0.011900-0.010031j)  (-0.002951-0.008676j)  (-0.015956+0.006580j)  (-0.022835-0.006313j)  (-0.018672+0.017705j)  (-0.021576-0.008118j)  (0.000813-0.002204j)  (0.019176-0.009284j)  (-0.001234-0.006858j)  (-0.023992-0.001977j)  (-0.011809-0.000096j)  (-0.028114+0.004949j)  (-0.016161+0.012175j)  (0.025338+0.039097j)  (-0.050174+0.044111j)  (0.017378+0.016554j)  (0.028132+0.011642j)  (0.010080-0.006019j)  (-0.031294-0.030985j)  (0.003306-0.018588j)  (-0.045637-0.024634j)  (0.005618-0.020050j)  (0.009007+0.004054j)  (0.011207+0.018430j)  (0.010197-0.006167j)  (0.001068-0.027220j)  (-0.017143-0.029494j)  (-0.006158-0.026436j)  (-0.037691-0.024389j)  (-0.029101+0.030648j)  (-0.024803-0.008587j)  (-0.008807+0.026772j)  (0.005163+0.005200j)  (0.016288-0.000222j)  (-0.004656-0.015664j)  (0.014603-0.020863j)  (0.002910-0.019763j)  (0.016403-0.009955j)  (0.004765+0.008216j)  (-0.005937+0.026190j)  (0.000976+0.004596j)  (0.023238-0.012364j)  (0.006241-0.015060j)  (0.018875-0.025268j)  (0.002349-0.013504j)  (-0.053942+0.000695j)  (0.012782-0.000959j)  (0.000928-0.008469j)  (-0.000964-0.006176j)  (-0.005902-0.000125j)  (0.001797+0.009341j)  (-0.008161+0.009991j)  (0.004109+0.010475j)  (-0.005964+0.006923j)  (-0.003653+0.000765j)  (0.000933-0.005174j)  (-0.003891+0.000606j)  (-0.002068+0.010066j)  (-0.003226+0.010210j)  (-0.002676+0.001188j)  (0.008392+0.011608j)  (0.014071-0.005734j)  (0.017907+0.015681j)  (0.013583-0.016638j)  (-0.001187-0.007758j)  (-0.010639-0.003586j)  (-0.014693+0.011864j)  (-0.014651+0.003864j)  (-0.009537+0.014735j)  (-0.018146+0.006410j)  (-0.000383-0.006073j)  (0.013715-0.009671j)  (-0.003378-0.002140j)  (-0.021777+0.004504j)  (-0.009812+0.006074j)  (-0.017394+0.003661j)  (-0.005991+0.009598j)  (0.032324+0.029785j)  (-0.011119-0.021329j)  (-0.008670+0.009675j)  (0.002597+0.008909j)  (0.001239+0.000123j)  (0.003442-0.009118j)  (0.007499+0.000921j)  (0.005909-0.019339j)  (0.013175+0.002553j)  (-0.001741+0.005109j)  (-0.010059+0.005018j)  (0.000342+0.003331j)  (0.022177-0.000974j)  (0.012279-0.008232j)  (0.009791-0.005476j)  (0.013782-0.011840j)  (-0.014031-0.003388j)  (0.007167+0.022366j)  (0.024763-0.009092j)  (0.006375-0.007161j)  (-0.002553-0.009375j)  (-0.016237+0.008972j)  (-0.017840-0.003269j)  (-0.018368+0.016073j)  (-0.010748-0.013085j)  (0.010030-0.007770j)  (0.017603-0.003454j)  (0.001407-0.001855j)  (-0.018756-0.013561j)  (-0.011029+0.002490j)  (-0.028758-0.006590j)  (-0.016796+0.006349j)  (0.013436+0.039178j)  (0.017612+0.020821j)  (0.011481-0.007874j)  (0.002706-0.016136j)  (-0.002547-0.000868j)  (-0.014486+0.019926j)  (-0.013134+0.000731j)  (-0.011658+0.020772j)  (-0.009742+0.003526j)  (-0.000906-0.005698j)  (0.008148-0.006346j)  (-0.001834-0.007479j)  (-0.010899+0.006751j)  (-0.012666+0.007295j)  (-0.016147+0.009407j)  (-0.009618+0.020652j)  (0.019267+0.012169j)  (0.013260-0.004857j)  (-0.002158-0.016876j)  (-0.006393+0.000640j)  (-0.009112+0.001037j)  (0.003077+0.006643j)  (-0.005682+0.012325j)  (0.006517+0.007046j)  (-0.006043+0.010631j)  (-0.003184-0.001111j)  (-0.002240-0.013138j)  (0.003105+0.006199j)  (-0.004294+0.009607j)  (0.007584+0.006093j)  (-0.000792+0.012812j)  (0.008291+0.005338j)  (0.025716-0.011240j)
