2.487514589910868601e-01 5.666106114937168314e-01
2.487514589910874152e-01 5.666106114937172755e-01
6.276346082685052563e-01 5.235445133190847269e-03
6.276346082685053673e-01 5.235445133190820381e-03
2.234962354252362227e-01 5.939092762351791954e-01
2.234962354252368055e-01 5.939092762351804167e-01
5.758644219744499804e-01 2.820373796270493894e-01
5.758644219744506465e-01 2.820373796270494449e-01
6.422507601643964170e-01 4.137992571326821785e-17
6.434066441105562584e-01 3.672568693517852534e-02
6.434066441105562584e-01 3.672568693517842819e-02
2.761611820663319450e-01 5.834823435737651609e-01
2.761611820663325001e-01 5.834823435737652719e-01
6.496180202458561315e-01 1.216572141509259062e-16
3.573321891398423267e-01 5.450252759660203505e-01
3.573321891398426597e-01 5.450252759660213497e-01
1.833845148168531392e-01 6.268348089935961154e-01
1.833845148168537775e-01 6.268348089935968925e-01
4.225992991645322605e-01 4.991979247692150401e-01
4.225992991645335928e-01 4.991979247692169275e-01
3.065793277925040958e-02 6.536801983587404719e-01
3.065793277925035754e-02 6.536801983587404719e-01
2.758550224737574830e-01 5.943416748438788977e-01
2.758550224737586487e-01 5.943416748438804520e-01
6.503770041083106745e-01 9.520600986783427089e-02
6.503770041083116737e-01 9.520600986783432640e-02
6.573605161576472344e-01 5.542344240250412927e-19
6.064822146102057943e-01 2.600794075667045013e-01
6.064822146102066824e-01 2.600794075667046679e-01
1.308123625551361191e-01 6.474803144952124834e-01
1.308123625551365632e-01 6.474803144952128164e-01
1.436295300077943538e-01 6.455324112692492067e-01
1.436295300077942705e-01 6.455324112692494287e-01
2.365371575361103484e-01 6.198061485492679656e-01
2.365371575361105982e-01 6.198061485492689648e-01
3.616961360114108737e-01 5.571603352416933941e-01
3.616961360114107071e-01 5.571603352416938382e-01
6.644900598218927978e-01 2.374559555872744583e-16
6.133172158099174931e-01 2.619576356050234978e-01
6.133172158099178262e-01 2.619576356050237753e-01
2.883122403304660963e-01 6.054369032981945509e-01
2.883122403304667070e-01 6.054369032981964383e-01
2.589333879804571470e-02 6.710244677175685180e-01
2.589333879804624552e-02 6.710244677175691841e-01
4.585812490749129888e-01 4.918903294139519988e-01
4.585812490749138215e-01 4.918903294139526650e-01
5.802402607422733061e-01 3.424260423492769823e-01
5.802402607422740832e-01 3.424260423492779815e-01
4.443563436420874257e-01 5.073537850166535135e-01
4.443563436420873702e-01 5.073537850166540686e-01
6.683609563778548646e-01 1.003826651550231014e-01
6.683609563778549756e-01 1.003826651550232124e-01
4.045461378760480398e-01 5.430390029304220656e-01
4.045461378760483728e-01 5.430390029304231758e-01
3.750067987830766336e-01 5.660769858292029610e-01
3.750067987830766336e-01 5.660769858292030721e-01
6.751404345798424078e-01 8.795346206118687116e-02
6.751404345798434070e-01 8.795346206118723198e-02
6.816471809023371131e-01 1.082766042217815938e-16
3.821860213710136511e-01 5.703702334840969890e-01
3.821860213710135956e-01 5.703702334840975441e-01
6.875208738514975160e-01 2.032685789179132908e-16
6.883894493578514018e-01 2.392531190293235406e-16
1.000000000000001110e+00 1.716744509750929438e-16
