2.178716768073643006e-01 5.910395045625136401e-01
2.178716768073649390e-01 5.910395045625149724e-01
6.318100912491146914e-01 2.606990190901831497e-02
6.318100912491149135e-01 2.606990190901846416e-02
1.842805924529111739e-01 6.100979246209190521e-01
1.842805924529116457e-01 6.100979246209217166e-01
5.725629159828515835e-01 2.804887022159582299e-01
5.725629159828523607e-01 2.804887022159581744e-01
6.381540705954039661e-01 6.207011929487301061e-16
3.681865527042602060e-01 5.212639314762593790e-01
3.681865527042608166e-01 5.212639314762591569e-01
3.141315516339465708e-01 5.562930461754845846e-01
3.141315516339471259e-01 5.562930461754846956e-01
2.655112270358734872e-01 5.821177057307553859e-01
2.655112270358740423e-01 5.821177057307559410e-01
5.500244601162953550e-01 3.269771715364725440e-01
5.500244601162960212e-01 3.269771715364726550e-01
5.355018960594269961e-01 3.503792446426410301e-01
5.355018960594268851e-01 3.503792446426412521e-01
4.129020780135629898e-01 4.892986573874794076e-01
4.129020780135631563e-01 4.892986573874799072e-01
4.502254614576713387e-01 4.574254142421946834e-01
4.502254614576719494e-01 4.574254142421949609e-01
6.398896579742058277e-01 6.277690381798740893e-02
6.398896579742069379e-01 6.277690381798799180e-02
6.431065602623947663e-01 3.037345449416593749e-16
6.433347801368548557e-01 3.179782984853301436e-02
6.433347801368549668e-01 3.179782984853320865e-02
5.712095304461806133e-01 2.981389315852183142e-01
5.712095304461813905e-01 2.981389315852184807e-01
6.238630333672696704e-01 1.705167951971972295e-01
6.238630333672703365e-01 1.705167951971970630e-01
1.251852149457031160e-01 6.353523314108203701e-01
1.251852149457037544e-01 6.353523314108202591e-01
5.182309391312586895e-03 6.483847163157027138e-01
5.182309391312942513e-03 6.483847163157028248e-01
3.470740599772384471e-01 5.483017638087661627e-01
3.470740599772386137e-01 5.483017638087666068e-01
5.362257053951936803e-02 6.507057049366403723e-01
5.362257053951909047e-02 6.507057049366411494e-01
2.846356759200565634e-01 5.886666830019953167e-01
2.846356759200568409e-01 5.886666830019969820e-01
5.687874401606094477e-01 3.235353732693367901e-01
5.687874401606097807e-01 3.235353732693367346e-01
3.677406267539284346e-01 5.426664535781114962e-01
3.677406267539288232e-01 5.426664535781117182e-01
2.020245973418370866e-01 6.274582133389040584e-01
2.020245973418377250e-01 6.274582133389052796e-01
5.303044328596535212e-02 6.572747922791960518e-01
5.303044328596477619e-02 6.572747922791970510e-01
1.162292609660731529e-01 6.495537892001598257e-01
1.162292609660735832e-01 6.495537892001611580e-01
6.606132938504989394e-01 1.866937878367647361e-16
4.601132160246279579e-01 4.744520593944794307e-01
4.601132160246291236e-01 4.744520593944817066e-01
5.110192637508031988e-01 4.268307997210317173e-01
5.110192637508044200e-01 4.268307997210331606e-01
5.730637084487256727e-01 3.408483634885371982e-01
5.730637084487263389e-01 3.408483634885374203e-01
6.513941100295718156e-01 1.842666425653411988e-01
6.513941100295733699e-01 1.842666425653416984e-01
6.635863607583148971e-01 1.339673899235675480e-01
6.635863607583161183e-01 1.339673899235674648e-01
9.999999999999957812e-01 8.483202937269306440e-16
